Country,cause,val
Tajikistan,Maternal and neonatal disorders,2774.880454
Tajikistan,Substance use disorders,171.4696348
Tajikistan,Diabetes and kidney diseases,2061.47265
Italy,Self-harm and interpersonal violence,4809.349836
Kenya,Self-harm and interpersonal violence,7845.766849
Fiji,Chronic respiratory diseases,412.4495316
Fiji,Mental disorders,0.003956131
Niger,Nutritional deficiencies,2448.952786
Kenya,Digestive diseases,20749.39521
Slovenia,Nutritional deficiencies,1.666174238
Madagascar,Nutritional deficiencies,5284.969398
Eswatini,Nutritional deficiencies,91.92241846
Montenegro,Self-harm and interpersonal violence,137.9493875
South Sudan,Maternal and neonatal disorders,9608.592458
South Sudan,Substance use disorders,63.40434551
South Sudan,Diabetes and kidney diseases,2085.37539
Democratic People's Republic of Korea,HIV/AIDS and sexually transmitted infections,818.6370542
Democratic People's Republic of Korea,Respiratory infections and tuberculosis,10315.297
Democratic People's Republic of Korea,Enteric infections,328.157562
Democratic People's Republic of Korea,Other infectious diseases,683.8450593
Democratic People's Republic of Korea,Maternal and neonatal disorders,2036.187954
Democratic People's Republic of Korea,Substance use disorders,722.2376659
Taiwan (Province of China),Nutritional deficiencies,126.1916365
United States of America,Cardiovascular diseases,957454.8509
Guam,Self-harm and interpersonal violence,37.41391727
Eswatini,HIV/AIDS and sexually transmitted infections,3361.150061
Eswatini,Respiratory infections and tuberculosis,1362.005478
Eswatini,Enteric infections,489.6916448
Eswatini,Other infectious diseases,151.1076942
Eswatini,Maternal and neonatal disorders,465.5170441
Slovakia,Neoplasms,13900.6701
Slovakia,Neurological disorders,2532.731214
Turkmenistan,Neoplasms,3636.072455
Trinidad and Tobago,Neurological disorders,474.5673809
Morocco,Self-harm and interpersonal violence,2938.20492
Mauritania,Neglected tropical diseases and malaria,2061.034471
South Sudan,Mental disorders,0.041669212
Canada,Other infectious diseases,553.0447649
Canada,Maternal and neonatal disorders,939.9813093
Canada,Substance use disorders,3886.702355
Canada,Diabetes and kidney diseases,14924.73625
Israel,Substance use disorders,128.5124065
Israel,Diabetes and kidney diseases,5412.378013
Morocco,Cardiovascular diseases,117033.7985
Malta,Chronic respiratory diseases,157.2425063
Italy,Cardiovascular diseases,236507.1425
Palestine,Digestive diseases,522.3573797
Taiwan (Province of China),Chronic respiratory diseases,9968.914729
Eswatini,Substance use disorders,14.19278857
Eswatini,Diabetes and kidney diseases,951.4950487
Madagascar,Neoplasms,11011.08393
Pakistan,Mental disorders,2.949407046
Turkmenistan,Neglected tropical diseases and malaria,4.975544614
New Zealand,Cardiovascular diseases,11948.45068
Nepal,HIV/AIDS and sexually transmitted infections,1886.26021
Nepal,Respiratory infections and tuberculosis,16278.85227
Slovakia,Cardiovascular diseases,26796.0679
Mongolia,Skin and subcutaneous diseases,16.15135314
Mongolia,Other infectious diseases,122.4998643
Mongolia,Maternal and neonatal disorders,606.7172266
Nigeria,Chronic respiratory diseases,24505.92168
Marshall Islands,Unintentional injuries,15.08600644
New Zealand,Chronic respiratory diseases,2396.172231
New Zealand,Transport injuries,404.7187516
Luxembourg,Cardiovascular diseases,1331.854104
Saint Vincent and the Grenadines,Neglected tropical diseases and malaria,0.337268724
Taiwan (Province of China),Cardiovascular diseases,41061.35274
Venezuela (Bolivarian Republic of),Nutritional deficiencies,552.0338338
Venezuela (Bolivarian Republic of),Digestive diseases,8600.626812
Eswatini,Neglected tropical diseases and malaria,21.4427808
Turkmenistan,Mental disorders,0.122504635
Fiji,Transport injuries,96.63262687
Niger,Digestive diseases,6498.688774
Slovenia,Digestive diseases,1123.732914
Slovenia,Neurological disorders,1654.178135
Madagascar,Digestive diseases,7189.476888
Madagascar,Neglected tropical diseases and malaria,6280.17519
Kiribati,Nutritional deficiencies,13.00559921
Fiji,Self-harm and interpersonal violence,119.6834807
Taiwan (Province of China),Neoplasms,56952.90522
Trinidad and Tobago,Self-harm and interpersonal violence,487.2996262
United States of America,Musculoskeletal disorders,10850.6521
United States of America,Other non-communicable diseases,71174.88555
United States of America,Skin and subcutaneous diseases,7408.898703
United States of America,HIV/AIDS and sexually transmitted infections,7226.231345
Zimbabwe,Nutritional deficiencies,2883.858514
Saint Vincent and the Grenadines,HIV/AIDS and sexually transmitted infections,20.21141181
Saint Vincent and the Grenadines,Respiratory infections and tuberculosis,42.08955553
Saint Vincent and the Grenadines,Enteric infections,4.024593046
Mongolia,Neurological disorders,387.5908565
Mongolia,Mental disorders,0.074928219
Eswatini,Neoplasms,978.5192993
Eswatini,Neurological disorders,113.8763272
Eswatini,Mental disorders,0.018642246
Mauritania,Chronic respiratory diseases,524.6967928
Malta,Digestive diseases,123.5539265
Malta,Unintentional injuries,83.41640155
Morocco,Musculoskeletal disorders,248.3629641
Morocco,Other non-communicable diseases,3366.640529
Morocco,Skin and subcutaneous diseases,141.4490101
Pakistan,Cardiovascular diseases,341108.2288
Venezuela (Bolivarian Republic of),Cardiovascular diseases,61509.51849
Turkmenistan,Cardiovascular diseases,18323.25934
Slovakia,Mental disorders,0.026593747
Slovakia,Self-harm and interpersonal violence,813.724365
Suriname,Chronic respiratory diseases,116.6942812
Suriname,Transport injuries,108.1229961
Palestine,Neglected tropical diseases and malaria,3.260411923
Palestine,Cardiovascular diseases,6709.603896
South Sudan,Nutritional deficiencies,2180.069352
Italy,Chronic respiratory diseases,31345.33014
Italy,Skin and subcutaneous diseases,1240.945401
Zimbabwe,Neoplasms,12352.63202
Taiwan (Province of China),Digestive diseases,11755.59802
Taiwan (Province of China),Unintentional injuries,3958.949174
Luxembourg,Chronic respiratory diseases,221.3781419
Mongolia,Substance use disorders,604.0920571
Mongolia,Diabetes and kidney diseases,529.8722359
New Zealand,Unintentional injuries,842.1317961
Slovakia,Other non-communicable diseases,431.4212398
Slovakia,Skin and subcutaneous diseases,31.55493962
Saint Vincent and the Grenadines,Chronic respiratory diseases,20.06531863
Palestine,Musculoskeletal disorders,17.46813685
Pakistan,Nutritional deficiencies,14630.56309
Pakistan,Digestive diseases,62350.9617
Eswatini,Chronic respiratory diseases,319.4826786
Italy,Neoplasms,192052.2082
Taiwan (Province of China),Other non-communicable diseases,4091.257309
Taiwan (Province of China),Skin and subcutaneous diseases,1211.575598
Taiwan (Province of China),Transport injuries,4051.281409
Venezuela (Bolivarian Republic of),Unintentional injuries,4248.188392
Pakistan,Neglected tropical diseases and malaria,7109.149774
United States of America,Neoplasms,773894.8403
Fiji,Unintentional injuries,184.3394908
Uzbekistan,Neglected tropical diseases and malaria,67.14973432
Nigeria,Digestive diseases,70076.78543
Slovenia,Mental disorders,0.008268992
Slovenia,Self-harm and interpersonal violence,429.3364912
Niger,Unintentional injuries,5444.224567
New Zealand,Musculoskeletal disorders,190.5802611
New Zealand,Other non-communicable diseases,657.1238594
New Zealand,Skin and subcutaneous diseases,118.0134463
New Zealand,Respiratory infections and tuberculosis,914.7055603
Kenya,Unintentional injuries,7717.526324
Madagascar,Neurological disorders,1533.473805
Madagascar,Mental disorders,0.215906814
Kiribati,Digestive diseases,52.31442524
Kiribati,Neurological disorders,18.41914089
Taiwan (Province of China),Neurological disorders,11451.42982
Taiwan (Province of China),Mental disorders,0.044255151
Australia,HIV/AIDS and sexually transmitted infections,80.01326528
Australia,Respiratory infections and tuberculosis,4370.663003
Australia,Enteric infections,231.7211436
Australia,Other infectious diseases,353.2152538
Saint Vincent and the Grenadines,Other infectious diseases,4.785329621
Suriname,Nutritional deficiencies,14.50724473
Zimbabwe,Neurological disorders,1691.180245
Zimbabwe,Mental disorders,0.28583652
United States of America,Respiratory infections and tuberculosis,83016.33502
United States of America,Enteric infections,11794.2511
United States of America,Other infectious diseases,6511.98457
United States of America,Maternal and neonatal disorders,11983.64612
United States of America,Substance use disorders,79761.03306
United States of America,Diabetes and kidney diseases,184938.5
Poland,Neglected tropical diseases and malaria,8.885961444
Madagascar,Chronic respiratory diseases,6029.567066
Kiribati,Neglected tropical diseases and malaria,0.763527354
Mauritania,Skin and subcutaneous diseases,44.25527424
Mauritania,Transport injuries,865.8527492
Venezuela (Bolivarian Republic of),Musculoskeletal disorders,702.4483871
Venezuela (Bolivarian Republic of),Other non-communicable diseases,3280.580491
Palestine,Self-harm and interpersonal violence,518.0044284
Canada,HIV/AIDS and sexually transmitted infections,269.6044163
Canada,Respiratory infections and tuberculosis,9288.383002
Canada,Enteric infections,1746.250882
Mongolia,Self-harm and interpersonal violence,880.2342238
Nigeria,Musculoskeletal disorders,838.2737204
Pakistan,Musculoskeletal disorders,2316.475263
Pakistan,Other non-communicable diseases,45379.79106
Turkmenistan,Chronic respiratory diseases,442.1951106
Turkmenistan,Skin and subcutaneous diseases,9.943450964
Turkmenistan,Transport injuries,290.9749228
South Sudan,Digestive diseases,2712.89611
Luxembourg,Skin and subcutaneous diseases,7.789106278
Luxembourg,Transport injuries,40.6720503
Eswatini,Self-harm and interpersonal violence,461.2561641
Suriname,Unintentional injuries,143.1983075
Morocco,HIV/AIDS and sexually transmitted infections,716.8689168
Morocco,Respiratory infections and tuberculosis,10183.32705
Morocco,Enteric infections,1547.021123
Morocco,Other infectious diseases,1718.818183
Morocco,Maternal and neonatal disorders,5702.528235
Morocco,Substance use disorders,517.826909
Morocco,Diabetes and kidney diseases,15956.75134
Italy,Transport injuries,5650.719337
Italy,Unintentional injuries,15373.31156
Saint Vincent and the Grenadines,Digestive diseases,41.60482492
Palestine,Other non-communicable diseases,634.1480078
Palestine,HIV/AIDS and sexually transmitted infections,25.03288604
Palestine,Respiratory infections and tuberculosis,525.3640877
Palestine,Enteric infections,69.4350549
Pakistan,Neurological disorders,21260.35428
Tajikistan,Neoplasms,5367.664432
Slovakia,Transport injuries,509.2034639
Slovakia,Substance use disorders,236.0168257
Slovakia,Diabetes and kidney diseases,1589.424657
Taiwan (Province of China),Substance use disorders,933.0687379
Taiwan (Province of China),Diabetes and kidney diseases,19574.72348
Eswatini,Digestive diseases,346.7060568
Eswatini,Unintentional injuries,296.6100825
Venezuela (Bolivarian Republic of),Chronic respiratory diseases,7062.184624
Venezuela (Bolivarian Republic of),Skin and subcutaneous diseases,46.028149
Palestine,Chronic respiratory diseases,487.9100882
Niger,Self-harm and interpersonal violence,3334.020642
Uzbekistan,Digestive diseases,15018.63349
Italy,Mental disorders,5.187081213
New Zealand,Enteric infections,80.56562008
New Zealand,Other infectious diseases,50.9304102
New Zealand,Maternal and neonatal disorders,106.4721325
New Zealand,Substance use disorders,122.4525663
New Zealand,Diabetes and kidney diseases,1585.509471
Madagascar,Self-harm and interpersonal violence,2190.859471
Kiribati,Self-harm and interpersonal violence,34.70059147
Pakistan,Chronic respiratory diseases,82757.82455
Pakistan,Skin and subcutaneous diseases,101.9460608
Taiwan (Province of China),Self-harm and interpersonal violence,4645.647343
United States of America,Mental disorders,40.90914866
New Zealand,Nutritional deficiencies,15.40257555
Nigeria,Unintentional injuries,33474.28731
Suriname,Digestive diseases,250.7044013
Zimbabwe,Self-harm and interpersonal violence,3863.537017
Mauritania,Unintentional injuries,494.8608448
Venezuela (Bolivarian Republic of),HIV/AIDS and sexually transmitted infections,1878.533871
Venezuela (Bolivarian Republic of),Respiratory infections and tuberculosis,6384.564996
Venezuela (Bolivarian Republic of),Enteric infections,1422.855673
Venezuela (Bolivarian Republic of),Other infectious diseases,608.2121087
Venezuela (Bolivarian Republic of),Maternal and neonatal disorders,3835.211874
Oman,Cardiovascular diseases,4998.347403
United States of America,Nutritional deficiencies,6090.453874
United States of America,Digestive diseases,129343.1295
Madagascar,Transport injuries,3125.170874
Uzbekistan,Unintentional injuries,5414.106354
Kiribati,Chronic respiratory diseases,72.9228226
Turkmenistan,Unintentional injuries,754.3640652
Micronesia (Federated States of),Cardiovascular diseases,331.4522642
Micronesia (Federated States of),Musculoskeletal disorders,1.017693309
Nigeria,HIV/AIDS and sexually transmitted infections,91165.14643
Nigeria,Respiratory infections and tuberculosis,218474.6237
Nigeria,Enteric infections,220246.2027
Nigeria,Other infectious diseases,84588.15338
Nigeria,Maternal and neonatal disorders,213047.7639
Sao Tome and Principe,Nutritional deficiencies,7.322977649
Luxembourg,Substance use disorders,42.73244489
Luxembourg,Diabetes and kidney diseases,186.6195647
Pakistan,HIV/AIDS and sexually transmitted infections,8874.110172
Pakistan,Respiratory infections and tuberculosis,131272.8121
Pakistan,Enteric infections,101485.236
Pakistan,Other infectious diseases,55039.87531
Pakistan,Maternal and neonatal disorders,265947.5975
Pakistan,Substance use disorders,3008.569282
Pakistan,Diabetes and kidney diseases,92111.31474
South Sudan,Neurological disorders,727.7477712
Slovenia,Neoplasms,6335.733963
Tajikistan,Neglected tropical diseases and malaria,7.58927702
Palestine,Neoplasms,2906.90046
Saint Vincent and the Grenadines,Unintentional injuries,28.80210774
Pakistan,Self-harm and interpersonal violence,31730.96343
Monaco,Neoplasms,224.7978952
Palestine,Other infectious diseases,75.43989513
Palestine,Maternal and neonatal disorders,832.0722584
Palestine,Substance use disorders,14.22603489
Palestine,Diabetes and kidney diseases,1942.446749
Oman,Nutritional deficiencies,38.11692617
Tajikistan,Mental disorders,0.184575814
Kiribati,Cardiovascular diseases,348.9855032
Poland,Chronic respiratory diseases,11348.61622
Antigua and Barbuda,Neglected tropical diseases and malaria,0.32204834
Malawi,Neglected tropical diseases and malaria,7332.312682
Venezuela (Bolivarian Republic of),Transport injuries,6816.799378
Venezuela (Bolivarian Republic of),Substance use disorders,278.1895857
Venezuela (Bolivarian Republic of),Diabetes and kidney diseases,21202.44602
Palestine,Skin and subcutaneous diseases,8.585971345
Palestine,Transport injuries,404.8464921
New Zealand,Digestive diseases,1088.079259
New Zealand,Neurological disorders,2811.97334
Suriname,Neurological disorders,163.5051013
Suriname,Mental disorders,0.002295797
Slovenia,Neglected tropical diseases and malaria,0.363958181
Australia,Cardiovascular diseases,51615.27108
Taiwan (Province of China),Musculoskeletal disorders,495.5401407
Taiwan (Province of China),HIV/AIDS and sexually transmitted infections,184.1143633
Oman,Other non-communicable diseases,303.6869862
United States of America,Neurological disorders,199452.2512
Pakistan,Transport injuries,20747.02943
Pakistan,Unintentional injuries,32868.38535
Netherlands,Cardiovascular diseases,42568.93728
Zimbabwe,HIV/AIDS and sexually transmitted infections,21171.99645
Zimbabwe,Respiratory infections and tuberculosis,23442.69203
Zimbabwe,Enteric infections,4839.491851
South Sudan,Self-harm and interpersonal violence,1771.423303
Micronesia (Federated States of),Other non-communicable diseases,12.57327392
Micronesia (Federated States of),Skin and subcutaneous diseases,2.326237888
Micronesia (Federated States of),Transport injuries,24.53833534
Sao Tome and Principe,Digestive diseases,65.5631376
Madagascar,Unintentional injuries,3763.224742
Oman,Neoplasms,1367.917733
Palestine,Neurological disorders,508.6122983
Palestine,Mental disorders,0.020221901
Kiribati,Musculoskeletal disorders,0.555340733
Kiribati,Other non-communicable diseases,23.88110776
Kiribati,Skin and subcutaneous diseases,3.232160521
Kiribati,Transport injuries,22.06300023
Nigeria,Cardiovascular diseases,163496.1104
Nigeria,Other non-communicable diseases,73229.20463
Monaco,Neglected tropical diseases and malaria,0.026873748
Malawi,Chronic respiratory diseases,2402.226561
Marshall Islands,Neglected tropical diseases and malaria,0.143797481
Marshall Islands,Cardiovascular diseases,156.0986233
Antigua and Barbuda,Chronic respiratory diseases,10.55341317
Suriname,Self-harm and interpersonal violence,193.7194267
New Zealand,Mental disorders,0.319745229
New Zealand,Self-harm and interpersonal violence,570.7081916
Zimbabwe,Neglected tropical diseases and malaria,2317.015215
Australia,Musculoskeletal disorders,920.576586
Australia,Other non-communicable diseases,3818.279604
Australia,Skin and subcutaneous diseases,625.912504
Oman,Skin and subcutaneous diseases,53.86599971
Oman,Transport injuries,2059.48109
United States of America,Self-harm and interpersonal violence,64238.5146
Netherlands,Musculoskeletal disorders,688.6658596
Netherlands,Other non-communicable diseases,3410.187412
Luxembourg,Neglected tropical diseases and malaria,0.535213316
Taiwan (Province of China),Respiratory infections and tuberculosis,13996.10949
Taiwan (Province of China),Enteric infections,207.1374842
Taiwan (Province of China),Other infectious diseases,330.6214596
Taiwan (Province of China),Maternal and neonatal disorders,352.9742524
Palestine,Unintentional injuries,390.3577128
Slovenia,Chronic respiratory diseases,638.617668
Malawi,Nutritional deficiencies,2062.195775
Malawi,Digestive diseases,5844.971099
Slovenia,HIV/AIDS and sexually transmitted infections,2.39867016
Suriname,Cardiovascular diseases,1423.349972
Micronesia (Federated States of),Maternal and neonatal disorders,11.69239586
Micronesia (Federated States of),Substance use disorders,2.644613494
Micronesia (Federated States of),Diabetes and kidney diseases,157.8288749
Brazil,Cardiovascular diseases,397993.0493
Monaco,Cardiovascular diseases,160.9075272
Trinidad and Tobago,Cardiovascular diseases,4015.719731
Oman,Neurological disorders,256.8823145
Oman,Mental disorders,0.020273779
Monaco,Chronic respiratory diseases,19.76923815
Sao Tome and Principe,Neurological disorders,25.10720753
Sao Tome and Principe,Mental disorders,0.003498192
Kiribati,HIV/AIDS and sexually transmitted infections,6.810409908
Kiribati,Respiratory infections and tuberculosis,104.0505399
Kiribati,Enteric infections,43.71424988
Kiribati,Other infectious diseases,30.63129115
Kiribati,Maternal and neonatal disorders,53.11430192
Zimbabwe,Cardiovascular diseases,17810.04424
Nigeria,Skin and subcutaneous diseases,1579.959272
Nigeria,Transport injuries,19663.18757
Kiribati,Unintentional injuries,19.65985863
Marshall Islands,Chronic respiratory diseases,26.41049332
Malawi,Skin and subcutaneous diseases,116.8191683
Malawi,Transport injuries,2219.289898
Tajikistan,Chronic respiratory diseases,1669.253798
Trinidad and Tobago,Neglected tropical diseases and malaria,7.439871113
Slovenia,Respiratory infections and tuberculosis,706.3414748
Slovenia,Enteric infections,5.80670129
Niger,Musculoskeletal disorders,59.24397672
Niger,Other non-communicable diseases,8765.961664
Monaco,Transport injuries,2.45310243
Albania,Neoplasms,4704.869298
Antigua and Barbuda,Digestive diseases,23.54977296
Antigua and Barbuda,Transport injuries,7.459903138
Antigua and Barbuda,Unintentional injuries,19.60081794
Australia,Transport injuries,1767.643466
Australia,Maternal and neonatal disorders,499.4775565
Australia,Substance use disorders,1718.18429
Australia,Diabetes and kidney diseases,9453.199
Oman,Substance use disorders,24.43023662
Oman,Diabetes and kidney diseases,904.4743144
Poland,Transport injuries,4286.727241
Netherlands,Skin and subcutaneous diseases,770.4415669
Netherlands,HIV/AIDS and sexually transmitted infections,53.12359835
Netherlands,Respiratory infections and tuberculosis,6437.746537
Netherlands,Enteric infections,427.8131865
Netherlands,Other infectious diseases,385.6225616
Netherlands,Maternal and neonatal disorders,314.3784544
Zimbabwe,Chronic respiratory diseases,2891.11447
Papua New Guinea,Neoplasms,5644.823352
Monaco,HIV/AIDS and sexually transmitted infections,0.866256013
Malawi,Neurological disorders,1635.57637
Suriname,Musculoskeletal disorders,13.66328116
Suriname,Other non-communicable diseases,125.1433904
Brazil,Musculoskeletal disorders,3405.676205
Brazil,Other non-communicable diseases,51775.60529
Luxembourg,Musculoskeletal disorders,9.875614427
Luxembourg,Other non-communicable diseases,51.31494421
Luxembourg,HIV/AIDS and sexually transmitted infections,2.769351144
Oman,Self-harm and interpersonal violence,151.9150128
Monaco,Musculoskeletal disorders,0.463387573
Monaco,Other non-communicable diseases,2.402488182
Monaco,Skin and subcutaneous diseases,0.284699504
Sao Tome and Principe,Self-harm and interpersonal violence,14.77369995
Turkmenistan,Nutritional deficiencies,10.86928163
Trinidad and Tobago,Musculoskeletal disorders,39.41386367
Trinidad and Tobago,Other non-communicable diseases,318.7619689
Trinidad and Tobago,HIV/AIDS and sexually transmitted infections,207.395434
Trinidad and Tobago,Respiratory infections and tuberculosis,293.8790127
Kiribati,Substance use disorders,1.588780866
Kiribati,Diabetes and kidney diseases,173.0838699
Monaco,Unintentional injuries,13.2740823
Sao Tome and Principe,Cardiovascular diseases,273.4727988
Sao Tome and Principe,Musculoskeletal disorders,1.145885054
Sao Tome and Principe,Other non-communicable diseases,34.95468835
Nigeria,Substance use disorders,1494.965698
Nigeria,Diabetes and kidney diseases,44538.73302
Slovenia,Transport injuries,162.0704142
Slovenia,Unintentional injuries,808.4282331
Oman,Neglected tropical diseases and malaria,12.62045243
Zimbabwe,Musculoskeletal disorders,79.49649477
Zimbabwe,Other non-communicable diseases,2272.37243
Zimbabwe,Skin and subcutaneous diseases,173.21269
Andorra,Neoplasms,229.5993826
Marshall Islands,Skin and subcutaneous diseases,1.073656929
Marshall Islands,Transport injuries,11.84527359
Marshall Islands,Substance use disorders,1.448553679
Malawi,Unintentional injuries,2991.761947
Brazil,Neoplasms,266014.3719
Trinidad and Tobago,Chronic respiratory diseases,271.2150225
Cambodia,Nutritional deficiencies,531.9622602
Niger,HIV/AIDS and sexually transmitted infections,1627.034561
Niger,Respiratory infections and tuberculosis,29601.46303
Niger,Enteric infections,33082.25587
Niger,Other infectious diseases,22969.47673
Qatar,Neoplasms,830.6964674
New Zealand,Neoplasms,10583.76237
Tajikistan,Transport injuries,770.6105512
Tajikistan,Unintentional injuries,1529.545577
Bolivia (Plurinational State of),Musculoskeletal disorders,156.9702612
Netherlands,Substance use disorders,655.9528275
Netherlands,Diabetes and kidney diseases,7137.737406
Uzbekistan,Musculoskeletal disorders,245.9939255
Uzbekistan,Other non-communicable diseases,3122.936054
Uzbekistan,HIV/AIDS and sexually transmitted infections,595.9483887
Uzbekistan,Respiratory infections and tuberculosis,13376.9953
Nauru,Nutritional deficiencies,0.266923399
Nauru,Digestive diseases,2.38089204
Andorra,Nutritional deficiencies,0.24315524
Malta,HIV/AIDS and sexually transmitted infections,1.500576786
Malta,Respiratory infections and tuberculosis,192.9802029
Malta,Enteric infections,2.898468836
Malawi,Self-harm and interpersonal violence,1543.915532
Suriname,Skin and subcutaneous diseases,50.10649215
Suriname,Respiratory infections and tuberculosis,173.7672475
Suriname,Enteric infections,38.73904951
Suriname,Other infectious diseases,30.99603202
Suriname,Maternal and neonatal disorders,141.5373006
Qatar,Neglected tropical diseases and malaria,0.608856666
Luxembourg,Respiratory infections and tuberculosis,138.6364875
Luxembourg,Enteric infections,17.04916398
Luxembourg,Other infectious diseases,15.14875515
Luxembourg,Maternal and neonatal disorders,6.653450168
Malta,Nutritional deficiencies,1.327168279
Monaco,Respiratory infections and tuberculosis,25.49981192
Monaco,Enteric infections,0.280775686
Monaco,Other infectious diseases,0.389741196
Monaco,Maternal and neonatal disorders,0.283056596
Monaco,Substance use disorders,0.271012247
Monaco,Diabetes and kidney diseases,11.49691447
Brazil,Skin and subcutaneous diseases,7492.05047
Brazil,HIV/AIDS and sexually transmitted infections,16006.4436
Brazil,Respiratory infections and tuberculosis,94264.63147
Brazil,Enteric infections,7587.32908
Brazil,Other infectious diseases,4746.817463
Brazil,Maternal and neonatal disorders,31595.59025
Brazil,Neglected tropical diseases and malaria,9135.385791
Senegal,Neglected tropical diseases and malaria,7244.616594
Marshall Islands,Neoplasms,53.62504604
Marshall Islands,Neurological disorders,6.688459536
Trinidad and Tobago,Enteric infections,24.93606479
Trinidad and Tobago,Other infectious diseases,35.8312432
Trinidad and Tobago,Maternal and neonatal disorders,132.5203997
Trinidad and Tobago,Substance use disorders,41.82799177
Trinidad and Tobago,Diabetes and kidney diseases,2451.834457
Turkmenistan,Digestive diseases,2748.690112
Turkmenistan,Neurological disorders,844.6498791
Sao Tome and Principe,Neoplasms,145.0884317
Luxembourg,Digestive diseases,212.25808
Luxembourg,Unintentional injuries,143.071771
Cambodia,Neoplasms,14553.09094
Cambodia,Mental disorders,0.230146111
Zimbabwe,Digestive diseases,4437.164889
Zimbabwe,Transport injuries,2882.196395
Zimbabwe,Unintentional injuries,4650.921042
Nauru,Cardiovascular diseases,23.19437266
Zimbabwe,Other infectious diseases,2924.515581
Zimbabwe,Maternal and neonatal disorders,9902.385881
Zimbabwe,Substance use disorders,180.0187271
Zimbabwe,Diabetes and kidney diseases,5756.531679
Andorra,Neurological disorders,50.06595023
Andorra,Mental disorders,0.011077772
Poland,Unintentional injuries,9561.176211
Marshall Islands,Diabetes and kidney diseases,52.37318984
Sao Tome and Principe,Skin and subcutaneous diseases,1.863224863
Sao Tome and Principe,Other infectious diseases,21.22710579
Sao Tome and Principe,Maternal and neonatal disorders,48.21738859
Trinidad and Tobago,Skin and subcutaneous diseases,57.73601135
Trinidad and Tobago,Transport injuries,193.6174829
Nauru,Neurological disorders,0.757688933
Cambodia,Digestive diseases,12187.80105
Belarus,Neglected tropical diseases and malaria,20.08077344
Malawi,Cardiovascular diseases,15650.27722
Malawi,Musculoskeletal disorders,82.73330654
Malawi,Other non-communicable diseases,3515.106133
Niger,Maternal and neonatal disorders,26049.93478
Niger,Substance use disorders,114.9273859
Nigeria,Nutritional deficiencies,5495.670851
Uzbekistan,Enteric infections,168.5494902
Uzbekistan,Other infectious diseases,1062.196267
Uzbekistan,Maternal and neonatal disorders,5484.572763
Norway,Neoplasms,12674.91617
Bolivia (Plurinational State of),HIV/AIDS and sexually transmitted infections,956.6636927
Bolivia (Plurinational State of),Respiratory infections and tuberculosis,8138.158412
Bolivia (Plurinational State of),Enteric infections,700.0187714
Bolivia (Plurinational State of),Other infectious diseases,586.0282928
Bolivia (Plurinational State of),Maternal and neonatal disorders,4365.899144
Andorra,Digestive diseases,26.5822392
Netherlands,Nutritional deficiencies,210.1553583
Bosnia and Herzegovina,Nutritional deficiencies,5.138398472
Suriname,Substance use disorders,19.69339003
Suriname,Diabetes and kidney diseases,529.037144
Qatar,Chronic respiratory diseases,66.18849463
Brazil,Chronic respiratory diseases,76550.64537
Nauru,Neoplasms,7.636204853
Malta,Neoplasms,1001.894547
Marshall Islands,Mental disorders,0.000262627
Marshall Islands,Self-harm and interpersonal violence,16.2341706
Madagascar,Cardiovascular diseases,35396.83317
Madagascar,Musculoskeletal disorders,98.2695195
Madagascar,Other non-communicable diseases,4348.70126
Monaco,Nutritional deficiencies,0.197572809
Monaco,Digestive diseases,17.70115892
Belarus,Cardiovascular diseases,75338.88847
Belarus,Chronic respiratory diseases,2437.915715
Brazil,Substance use disorders,10831.84396
Brazil,Diabetes and kidney diseases,107760.2257
Andorra,Musculoskeletal disorders,0.7165358
Andorra,Other non-communicable diseases,9.101309704
Nauru,Self-harm and interpersonal violence,2.919366193
Turkmenistan,Self-harm and interpersonal violence,656.0760818
Nauru,Musculoskeletal disorders,0.092641788
Nauru,Other non-communicable diseases,1.602270083
Oman,Chronic respiratory diseases,243.7357104
Oman,Digestive diseases,349.6653131
Belarus,Musculoskeletal disorders,36.50819187
Belarus,Other non-communicable diseases,970.8453782
Bosnia and Herzegovina,Digestive diseases,1235.45707
Benin,Neglected tropical diseases and malaria,13824.69953
Benin,Cardiovascular diseases,11418.47579
Trinidad and Tobago,Unintentional injuries,202.8396738
Cambodia,Neurological disorders,2426.971131
Oman,Musculoskeletal disorders,11.61229115
Cambodia,Cardiovascular diseases,30312.54169
Nigeria,Neoplasms,81557.94121
Nigeria,Neurological disorders,22212.81086
Sao Tome and Principe,Substance use disorders,2.86583352
Sao Tome and Principe,Diabetes and kidney diseases,64.73151988
Norway,Mental disorders,0.65676005
Belarus,Skin and subcutaneous diseases,32.96932753
Belarus,Transport injuries,1060.961113
Papua New Guinea,HIV/AIDS and sexually transmitted infections,4712.470904
Andorra,HIV/AIDS and sexually transmitted infections,3.181664701
Andorra,Respiratory infections and tuberculosis,20.68160898
Andorra,Enteric infections,0.877141973
Andorra,Other infectious diseases,1.874600971
Andorra,Maternal and neonatal disorders,0.360814564
Netherlands,Digestive diseases,6477.546467
Netherlands,Neurological disorders,12418.09678
Andorra,Unintentional injuries,23.48600014
Nauru,HIV/AIDS and sexually transmitted infections,1.1910081
Nauru,Respiratory infections and tuberculosis,4.256148148
Nauru,Enteric infections,0.47517569
Nauru,Other infectious diseases,0.509893152
Nauru,Maternal and neonatal disorders,3.057579731
